CQS Symbol,ETF,Financial Status,Listing Exchange,Market Category,NASDAQ Symbol,Nasdaq Traded,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
"",N,N,Q,Q,LSAK,Y,N,100,"Lesaka Technologies, Inc. - Common Stock",LSAK,N
LSAT,Y,"",P, ,LSAT,Y,N,100,LeaderShares AlphaFactor Tactical Focused ETF,LSAT,N
"",N,N,Q,G,LSBK,Y,N,100,"Lake Shore Bancorp, Inc. - Common Stock",LSBK,N
"",N,N,Q,Q,LSCC,Y,N,100,Lattice Semiconductor Corporation - Common Stock,LSCC,N
"",N,N,Q,S,LSEA,Y,N,100,Landsea Homes Corporation - Common Stock,LSEA,N
"",N,N,Q,S,LSEAW,Y,N,100,Landsea Homes Corporation - Warrant,LSEAW,N
LSF,N,"",A, ,LSF,Y,N,100,"Laird Superfood, Inc. Common Stock",LSF,N
LSI,N,"",N, ,LSI,Y,N,100,"Life Storage, Inc. Common Stock",LSI,N
LSPD,N,"",N, ,LSPD,Y,N,100,Lightspeed Commerce Inc. Subordinate Voting Shares,LSPD,N
LSST,Y,"",P, ,LSST,Y,N,100,Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF,LSST,N
"",N,N,Q,S,LSTA,Y,N,100,"Lisata Therapeutics, Inc. - Common Stock",LSTA,N
"",N,N,Q,Q,LSTR,Y,N,100,"Landstar System, Inc. - Common Stock",LSTR,N
"",N,N,Q,Q,LSXMA,Y,N,100,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,LSXMA,N
"",N,N,Q,Q,LSXMB,Y,N,100,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,LSXMB,N
"",N,N,Q,Q,LSXMK,Y,N,100,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,LSXMK,N
"",N,N,Q,S,LTBR,Y,N,100,Lightbridge Corporation - Common Stock,LTBR,N
LTC,N,"",N, ,LTC,Y,N,100,"LTC Properties, Inc. Common Stock",LTC,N
"",N,E,Q,Q,LTCH,Y,N,100,"Latch, Inc. - Common Stock",LTCH,N
"",N,E,Q,Q,LTCHW,Y,N,100,"Latch, Inc. - Warrant",LTCHW,N
LTH,N,"",N, ,LTH,Y,N,100,"Life Time Group Holdings, Inc. Common Stock",LTH,N
LTHM,N,"",N, ,LTHM,Y,N,100,Livent Corporation Common Stock,LTHM,N
LTL,Y,"",P, ,LTL,Y,N,100,ProShares Ultra Telecommunications ProShares,LTL,N
LTPZ,Y,"",P, ,LTPZ,Y,N,100,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,LTPZ,N
"",N,N,Q,S,LTRN,Y,N,100,Lantern Pharma Inc. - Common Stock,LTRN,N
"",N,D,Q,Q,LTRPA,Y,N,100,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",LTRPA,N
"",N,N,Q,Q,LTRPB,Y,N,100,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",LTRPB,N
"",N,N,Q,S,LTRX,Y,N,100,"Lantronix, Inc. - Common Stock",LTRX,N
"",N,H,Q,G,LTRY,Y,N,100,"Lottery.com, Inc.  - Common Stock",LTRY,N
"",N,E,Q,G,LTRYW,Y,N,100,"Lottery.com, Inc.  - Warrant",LTRYW,N
LU,N,"",N, ,LU,Y,N,100,"Lufax Holding Ltd American Depositary Shares, two of which representing one Ordinary Share",LU,N
"",N,N,Q,G,LUCD,Y,N,100,Lucid Diagnostics Inc. - Common Stock,LUCD,N
"",N,N,Q,S,LUCY,Y,N,100,"Innovative Eyewear, Inc. - Common Stock",LUCY,N
"",N,N,Q,S,LUCYW,Y,N,100,"Innovative Eyewear, Inc. - Warrants",LUCYW,N
"",N,N,Q,Q,LULU,Y,N,100,lululemon athletica inc. - Common Stock,LULU,N
LUMN,N,"",N, ,LUMN,Y,N,100,"Lumen Technologies, Inc. Common Stock",LUMN,N
"",N,N,Q,G,LUMO,Y,N,100,"Lumos Pharma, Inc. - Common Stock",LUMO,N
"",N,N,Q,S,LUNA,Y,N,100,Luna Innovations Incorporated - Common Stock,LUNA,N
"",N,N,Q,Q,LUNG,Y,N,100,Pulmonx Corporation - Common Stock,LUNG,N
LUV,N,"",N, ,LUV,Y,N,100,Southwest Airlines Company Common Stock,LUV,N
"",N,N,Q,S,LUXH,Y,N,100,LuxUrban Hotels Inc. - Common Stock,LUXH,N
"",N,N,Q,G,LVAC,Y,N,100,LAVA Medtech Acquisition Corp. - Class A Common Stock,LVAC,N
"",N,N,Q,G,LVACU,Y,N,100,LAVA Medtech Acquisition Corp. - Unit,LVACU,N
"",N,N,Q,G,LVACW,Y,N,100,LAVA Medtech Acquisition Corp. - Warrants,LVACW,N
"",Y,N,Q,G,LVHD,Y,N,100,Franklin U.S. Low Volatility High Dividend Index ETF,LVHD,N
LVHI,Y,"",Z, ,LVHI,Y,N,100,Franklin International Low Volatility High Dividend Index ETF ,LVHI,N
"",N,N,Q,G,LVLU,Y,N,100,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",LVLU,N
"",N,D,Q,S,LVO,Y,N,100,"LiveOne, Inc. - Common Stock",LVO,N
LVOL,Y,"",P, ,LVOL,Y,N,100,American Century Low Volatility ETF,LVOL,N
"",N,N,Q,Q,LVOX,Y,N,100,"LiveVox Holdings, Inc. - Class A Common Stock",LVOX,N
"",N,N,Q,Q,LVOXU,Y,N,100,"LiveVox Holdings, Inc. - Unit",LVOXU,N
"",N,N,Q,Q,LVOXW,Y,N,100,"LiveVox Holdings, Inc. - Warrant",LVOXW,N
"",N,N,Q,S,LVRA,Y,N,100,Levere Holdings Corp. - Class A Ordinary Shares,LVRA,N
"",N,N,Q,S,LVRAU,Y,N,100,Levere Holdings Corp. - Unit,LVRAU,N
"",N,N,Q,S,LVRAW,Y,N,100,Levere Holdings Corp. - Warrant,LVRAW,N
LVS,N,"",N, ,LVS,Y,N,100,Las Vegas Sands Corp. Common Stock,LVS,N
"",N,N,Q,Q,LVTX,Y,N,100,LAVA Therapeutics N.V. - Ordinary Shares,LVTX,N
LVWR,N,"",N, ,LVWR,Y,N,100,"LiveWire Group, Inc. Common Stock",LVWR,N
LVWR.WS,N,"",N, ,LVWR+,Y,N,100,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",LVWR.W,N
LW,N,"",N, ,LW,Y,N,100,"Lamb Weston Holdings, Inc. Common Stock ",LW,N
"",N,N,Q,G,LWAY,Y,N,100,"Lifeway Foods, Inc. - Common Stock",LWAY,N
"",N,N,Q,S,LWLG,Y,N,100,"Lightwave Logic, Inc. - Common Stock",LWLG,N
"",N,N,Q,Q,LX,Y,N,100,LexinFintech Holdings Ltd. - American Depositary Shares,LX,N
"",N,D,Q,G,LXEH,Y,N,100,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",LXEH,N
LXFR,N,"",N, ,LXFR,Y,N,100,Luxfer Holdings PLC Ordinary Shares,LXFR,N
LXP,N,"",N, ,LXP,Y,N,100,LXP Industrial Trust Common Stock (Maryland REIT),LXP,N
LXPpC,N,"",N, ,LXP-C,Y,N,100,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,LXP$C,N
"",N,N,Q,Q,LXRX,Y,N,100,"Lexicon Pharmaceuticals, Inc. - Common Stock",LXRX,N
LXU,N,"",N, ,LXU,Y,N,100,"LSB Industries, Inc. Common Stock",LXU,N
LYB,N,"",N, ,LYB,Y,N,100,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LYB,N
"",N,N,Q,Q,LYEL,Y,N,100,"Lyell Immunopharma, Inc. - Common Stock",LYEL,N
LYFE,Y,"",Z, ,LYFE,Y,N,100,2ndVote Life Neutral Plus ETF,LYFE,N
"",N,N,Q,Q,LYFT,Y,N,100,"Lyft, Inc. - Class A Common Stock",LYFT,N
LYG,N,"",N, ,LYG,Y,N,100,Lloyds Banking Group Plc American Depositary Shares,LYG,N
"",N,N,Q,Q,LYLT,Y,N,100,Loyalty Ventures Inc. - Common Stock,LYLT,N
"",N,N,Q,G,LYRA,Y,N,100,"Lyra Therapeutics, Inc. - Common Stock",LYRA,N
"",N,N,Q,S,LYT,Y,N,100,Lytus Technologies Holdings PTV. Ltd. - Common Shares,LYT,N
"",N,N,Q,Q,LYTS,Y,N,100,LSI Industries Inc. - Common Stock,LYTS,N
LYV,N,"",N, ,LYV,Y,N,100,"Live Nation Entertainment, Inc. Common Stock",LYV,N
"",N,N,Q,Q,LZ,Y,N,100,"LegalZoom.com, Inc. - Common Stock",LZ,N
LZB,N,"",N, ,LZB,Y,N,100,La-Z-Boy Incorporated Common Stock,LZB,N
M,N,"",N, ,M,Y,N,100,Macy's Inc Common Stock,M,N
MA,N,"",N, ,MA,Y,N,100,Mastercard Incorporated Common Stock,MA,N
MAA,N,"",N, ,MAA,Y,N,100,"Mid-America Apartment Communities, Inc. Common Stock",MAA,N
MAApI,N,"",N, ,MAA-I,Y,N,100,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",MAA$I,N
MAAX,Y,"",Z, ,MAAX,Y,N,100,VanEck ETF Trust VanEck Muni Allocation ETF,MAAX,N
MAC,N,"",N, ,MAC,Y,N,100,Macerich Company (The) Common Stock,MAC,N
"",N,N,Q,S,MACA,Y,N,100,Moringa Acquisition Corp - Class A Ordinary Shares,MACA,N
"",N,N,Q,S,MACAU,Y,N,100,Moringa Acquisition Corp - Units,MACAU,N
"",N,N,Q,S,MACAW,Y,N,100,Moringa Acquisition Corp - Warrant,MACAW,N
"",N,N,Q,G,MACK,Y,N,100,"Merrimack Pharmaceuticals, Inc. - Common Stock",MACK,N
MAG,N,"",A, ,MAG,Y,N,100,MAG Silver Corporation Ordinary Shares,MAG,N
MAGA,Y,"",Z, ,MAGA,Y,N,100,Point Bridge America First ETF,MAGA,N
MAIA,N,"",A, ,MAIA,Y,N,100,"MAIA Biotechnology, Inc. Common Stock",MAIA,N
MAIN,N,"",N, ,MAIN,Y,N,100,Main Street Capital Corporation Common Stock,MAIN,N
MAKX,Y,"",P, ,MAKX,Y,N,100,ProShares S&P Kensho Smart Factories ETF,MAKX,N
MAMB,Y,"",Z, ,MAMB,Y,N,100,Monarch Ambassador Income ETF,MAMB,N
MAN,N,"",N, ,MAN,Y,N,100,ManpowerGroup Common Stock,MAN,N
"",N,N,Q,Q,MANH,Y,N,100,"Manhattan Associates, Inc. - Common Stock",MANH,N
MANU,N,"",N, ,MANU,Y,N,100,Manchester United Ltd. Class A Ordinary Shares,MANU,N
"",N,N,Q,Q,MAPS,Y,N,100,"WM Technology, Inc. - Class A Common Stock",MAPS,N
"",N,N,Q,Q,MAPSW,Y,N,100,"WM Technology, Inc. - Warrants",MAPSW,N
"",N,N,Q,S,MAQC,Y,N,100,Maquia Capital Acquisition Corporation - Class A Common Stock,MAQC,N
"",N,N,Q,S,MAQCU,Y,N,100,Maquia Capital Acquisition Corporation - Unit,MAQCU,N
"",N,N,Q,S,MAQCW,Y,N,100,Maquia Capital Acquisition Corporation - Warrant,MAQCW,N
"",N,N,Q,Q,MAR,Y,N,100,Marriott International - Class A Common Stock,MAR,N
"",N,N,Q,S,MARA,Y,N,100,"Marathon Digital Holdings, Inc. - Common Stock",MARA,N
MARB,Y,"",P, ,MARB,Y,N,100,First Trust Merger Arbitrage ETF,MARB,N
"",N,N,Q,S,MARK,Y,N,100,"Remark Holdings, Inc. - Common Stock",MARK,N
"",N,N,Q,S,MARPS,Y,N,100,Marine Petroleum Trust - Units of Beneficial Interest,MARPS,N
MARZ,Y,"",Z, ,MARZ,Y,N,100,TrueShares Structured Outcome (March) ETF,MARZ,N
MAS,N,"",N, ,MAS,Y,N,100,Masco Corporation Common Stock,MAS,N
"",N,N,Q,Q,MASI,Y,N,100,Masimo Corporation - Common Stock,MASI,N
"",N,N,Q,G,MASS,Y,N,100,908 Devices Inc. - Common Stock,MASS,N
"",N,N,Q,Q,MAT,Y,N,100,"Mattel, Inc. - Common Stock",MAT,N
"",N,D,Q,S,MATH,Y,N,100,Metalpha Technology Holding Limited - Ordinary Shares,MATH,N
MATV,N,"",N, ,MATV,Y,N,100,"Mativ Holdings, Inc. Common Stock",MATV,N
"",N,N,Q,Q,MATW,Y,N,100,Matthews International Corporation - Class A Common Stock,MATW,N
MATX,N,"",N, ,MATX,Y,N,100,"Matson, Inc. Common Stock",MATX,N
MAV,N,"",N, ,MAV,Y,N,100,"Pioneer Municipal High Income Advantage Fund, Inc.",MAV,N
MAX,N,"",N, ,MAX,Y,N,100,"MediaAlpha, Inc. Class A Common Stock",MAX,N
"",Y,N,Q,G,MAXI,Y,N,100,Simplify Bitcoin Strategy PLUS Income ETF,MAXI,N
"",N,N,Q,Q,MAXN,Y,N,100,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",MAXN,N
MAXR,N,"",N, ,MAXR,Y,N,100,Maxar Technologies Inc.,MAXR,N
"",N,N,Q,S,MAYS,Y,N,100,"J. W. Mays, Inc. - Common Stock",MAYS,N
MAYZ,Y,"",Z, ,MAYZ,Y,N,100,Listed Funds Trust TrueShares Structured Outcome (May) ETF,MAYZ,N
MBAC,N,"",N, ,MBAC,Y,N,100,M3-Brigade Acquisition II Corp. Class A Common Stock,MBAC,N
MBAC.U,N,"",N, ,MBAC=,Y,N,100,"M3-Brigade Acquisition II Corp. Units, each consisting of one share of Class A common stock, and one-third of one redeemable warrant",MBAC.U,N
MBAC.WS,N,"",N, ,MBAC+,Y,N,100,"M3-Brigade Acquisition II Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50",MBAC.W,N
"",Y,N,Q,G,MBB,Y,N,100,iShares MBS ETF,MBB,N
MBBB,Y,"",Z, ,MBBB,Y,N,100,VanEck Moody's Analytics BBB Corporate Bond ETF,MBBB,N
MBC,N,"",N, ,MBC,Y,N,100,"MasterBrand, Inc. Common Stock",MBC,N
MBCC,Y,"",Z, ,MBCC,Y,N,100,Monarch Blue Chips Core ETF,MBCC,N
"",N,N,Q,S,MBCN,Y,N,100,Middlefield Banc Corp. - Common Stock,MBCN,N
MBI,N,"",N, ,MBI,Y,N,100,MBIA Inc. Common Stock,MBI,N
"",N,N,Q,S,MBIN,Y,N,100,Merchants Bancorp - Common Stock,MBIN,N
"",N,N,Q,S,MBINM,Y,N,100,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",MBINM,N
"",N,N,Q,S,MBINN,Y,N,100,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,MBINN,N
"",N,N,Q,S,MBINO,Y,N,100,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,MBINO,N
"",N,N,Q,S,MBINP,Y,N,100,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,MBINP,N
"",N,D,Q,S,MBIO,Y,N,100,"Mustang Bio, Inc. - Common Stock",MBIO,N
"",N,N,Q,Q,MBLY,Y,N,100,Mobileye Global Inc. - Class A Common Stock,MBLY,N
MBND,Y,"",Z, ,MBND,Y,N,100,SPDR Nuveen Municipal Bond ETF,MBND,N
MBNE,Y,"",Z, ,MBNE,Y,N,100,SPDR Series Trust SPDR Nuveen Municipal Bond ESG ETF,MBNE,N
"",N,N,Q,S,MBNKP,Y,N,100,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",MBNKP,N
"",N,N,Q,S,MBOT,Y,N,100,Microbot Medical Inc.  - Common Stock,MBOT,N
MBOX,Y,"",P, ,MBOX,Y,N,100,Freedom Day Dividend ETF,MBOX,N
"",N,N,Q,S,MBRX,Y,N,100,"Moleculin Biotech, Inc. - Common Stock",MBRX,N
MBSC,N,"",N, ,MBSC,Y,N,100,M3-Brigade Acquisition III Corp. Class A Common Stock,MBSC,N
MBSC.U,N,"",N, ,MBSC=,Y,N,100,M3-Brigade Acquisition III Corp. Units,MBSC.U,N
MBSC.WS,N,"",N, ,MBSC+,Y,N,100,"M3-Brigade Acquisition III Corp. Public warrants, each whole public warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",MBSC.W,N
MBSD,Y,"",P, ,MBSD,Y,N,100,FlexShares Trust FlexShares Disciplined Duration MBS Index Fund,MBSD,N
"",N,N,Q,S,MBTC,Y,N,100,Nocturne Acquisition Corporation - Ordinary Shares,MBTC,N
"",N,N,Q,S,MBTCR,Y,N,100,Nocturne Acquisition Corporation - Right,MBTCR,N
"",N,N,Q,S,MBTCU,Y,N,100,Nocturne Acquisition Corporation - Unit,MBTCU,N
"",N,N,Q,G,MBUU,Y,N,100,"Malibu Boats, Inc. - Common Stock",MBUU,N
"",N,N,Q,Q,MBWM,Y,N,100,Mercantile Bank Corporation - Common Stock,MBWM,N
MC,N,"",N, ,MC,Y,N,100,Moelis & Company Class A Common Stock,MC,N
"",N,N,Q,G,MCAA,Y,N,100,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,MCAA,N
"",N,N,Q,G,MCAAU,Y,N,100,Mountain & Co. I Acquisition Corp. - Unit,MCAAU,N
"",N,N,Q,G,MCAAW,Y,N,100,Mountain & Co. I Acquisition Corp. - Warrant,MCAAW,N
"",N,N,Q,G,MCAC,Y,N,100,Monterey Capital Acquisition Corporation - Class A Common Stock,MCAC,N
"",N,N,Q,G,MCACR,Y,N,100,Monterey Capital Acquisition Corporation - Rights,MCACR,N
"",N,N,Q,G,MCACU,Y,N,100,Monterey Capital Acquisition Corporation - Unit,MCACU,N
"",N,N,Q,G,MCACW,Y,N,100,Monterey Capital Acquisition Corporation - Warrants,MCACW,N
"",N,N,Q,S,MCAE,Y,N,100,Mountain Crest Acquisition Corp. III - Common Stock,MCAE,N
"",N,N,Q,S,MCAER,Y,N,100,Mountain Crest Acquisition Corp. III - Right,MCAER,N
"",N,N,Q,S,MCAEU,Y,N,100,Mountain Crest Acquisition Corp. III - Unit,MCAEU,N
"",N,N,Q,S,MCAF,Y,N,100,Mountain Crest Acquisition Corp. IV - Common Stock,MCAF,N
"",N,N,Q,S,MCAFR,Y,N,100,Mountain Crest Acquisition Corp. IV - Rights,MCAFR,N
"",N,N,Q,S,MCAFU,Y,N,100,Mountain Crest Acquisition Corp. IV - Unit,MCAFU,N
"",N,N,Q,G,MCAG,Y,N,100,Mountain Crest Acquisition Corp. V - Common Stock,MCAG,N
"",N,N,Q,G,MCAGR,Y,N,100,Mountain Crest Acquisition Corp. V - Right,MCAGR,N
"",N,N,Q,G,MCAGU,Y,N,100,Mountain Crest Acquisition Corp. V - Unit,MCAGU,N
MCB,N,"",N, ,MCB,Y,N,100,Metropolitan Bank Holding Corp. Common Stock,MCB,N
"",N,N,Q,Q,MCBC,Y,N,100,Macatawa Bank Corporation - Common Stock,MCBC,N
"",N,N,Q,Q,MCBS,Y,N,100,"MetroCity Bankshares, Inc. - Common Stock",MCBS,N
MCD,N,"",N, ,MCD,Y,N,100,McDonald's Corporation Common Stock,MCD,N
"",N,N,Q,G,MCFT,Y,N,100,"MasterCraft Boat Holdings, Inc. - Common Stock",MCFT,N
MCG,N,"",N, ,MCG,Y,N,100,Membership Collective Group Inc. Class A Common Stock,MCG,N
MCH,Y,"",P, ,MCH,Y,N,100,Matthews International Funds Matthews China Active ETF,MCH,N
"",Y,N,Q,G,MCHI,Y,N,100,iShares MSCI China ETF,MCHI,N
"",N,N,Q,Q,MCHP,Y,N,100,Microchip Technology Incorporated - Common Stock,MCHP,N
"",N,N,Q,Q,MCHX,Y,N,100,"Marchex, Inc. - Class B Common Stock",MCHX,N
MCI,N,"",N, ,MCI,Y,N,100,Barings Corporate Investors Common Stock,MCI,N
MCK,N,"",N, ,MCK,Y,N,100,McKesson Corporation Common Stock,MCK,N
"",N,D,Q,S,MCLD,Y,N,100,mCloud Technologies Corp. - Common Shares,MCLD,N
"",N,D,Q,S,MCLDP,Y,N,100,mCloud Technologies Corp. - 9.0% Series A Cumulative Perpetual Preferred Shares,MCLDP,N
"",N,D,Q,S,MCLDW,Y,N,100,mCloud Technologies Corp. - Warrants,MCLDW,N
MCN,N,"",N, ,MCN,Y,N,100,Madison Covered Call & Equity Strategy Fund Common Stock,MCN,N
MCO,N,"",N, ,MCO,Y,N,100,Moody's Corporation Common Stock,MCO,N
MCR,N,"",N, ,MCR,Y,N,100,MFS Charter Income Trust Common Stock,MCR,N
"",N,N,Q,Q,MCRB,Y,N,100,"Seres Therapeutics, Inc. - Common Stock",MCRB,N
"",N,N,Q,Q,MCRI,Y,N,100,"Monarch Casino & Resort, Inc. - Common Stock",MCRI,N
MCRO,Y,"",P, ,MCRO,Y,N,100,IQ Hedge Macro Tracker ETF,MCRO,N
MCS,N,"",N, ,MCS,Y,N,100,Marcus Corporation (The) Common Stock,MCS,N
"",Y,N,Q,G,MCSE,Y,N,100,Martin Currie Sustainable International Equity ETF,MCSE,N
"",N,N,Q,S,MCVT,Y,N,100,"Mill City Ventures III, Ltd. - Common Stock",MCVT,N
MCW,N,"",N, ,MCW,Y,N,100,"Mister Car Wash, Inc. Common Stock",MCW,N
MCY,N,"",N, ,MCY,Y,N,100,Mercury General Corporation Common Stock,MCY,N
MD,N,"",N, ,MD,Y,N,100,"Pediatrix Medical Group, Inc. Common Stock",MD,N
"",N,N,Q,G,MDB,Y,N,100,"MongoDB, Inc. - Class A Common Stock",MDB,N
MDC,N,"",N, ,MDC,Y,N,100,"M.D.C. Holdings, Inc. Common Stock",MDC,N
"",Y,N,Q,G,MDCP,Y,N,100,VictoryShares THB Mid Cap ESG ETF,MDCP,N
MDEV,Y,"",Z, ,MDEV,Y,N,100,First Trust Indxx Medical Devices ETF,MDEV,N
"",N,N,Q,Q,MDGL,Y,N,100,"Madrigal Pharmaceuticals, Inc. - Common Stock",MDGL,N
"",N,N,Q,S,MDGS,Y,N,100,Medigus Ltd. - American Depositary Shares,MDGS,N
"",N,N,Q,S,MDGSW,Y,N,100,Medigus Ltd. - Series C Warrant,MDGSW,N
"",N,N,Q,S,MDIA,Y,N,100,Mediaco Holding Inc. - Class A Common Stock,MDIA,N
"",Y,N,Q,G,MDIV,Y,N,100,Multi-Asset Diversified Income Index Fund,MDIV,N
"",N,N,Q,S,MDJH,Y,N,100,MDJM LTD - Ordinary Shares,MDJH,N
"",N,N,Q,Q,MDLZ,Y,N,100,"Mondelez International, Inc. - Class A Common Stock",MDLZ,N
"",N,D,Q,S,MDNA,Y,N,100,Medicenna Therapeutics Corp. - Common Shares,MDNA,N
"",N,D,Q,S,MDRR,Y,N,100,"Medalist Diversified REIT, Inc. - Common Stock",MDRR,N
"",N,N,Q,S,MDRRP,Y,N,100,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",MDRRP,N
"",N,N,Q,Q,MDRX,Y,N,100,Veradigm Inc. - common stock,MDRX,N
MDT,N,"",N, ,MDT,Y,N,100,Medtronic plc. Ordinary Shares,MDT,N
MDU,N,"",N, ,MDU,Y,N,100,"MDU Resources Group, Inc. Common Stock (Holding Company)",MDU,N
MDV,N,"",N, ,MDV,Y,N,100,Modiv Inc. Class C Common Stock,MDV,N
MDVpA,N,"",N, ,MDV-A,Y,N,100,Modiv Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,MDV$A,N
"",N,D,Q,S,MDVL,Y,N,100,"MedAvail Holdings, Inc.  - Common Stock",MDVL,N
"",N,N,Q,G,MDWD,Y,N,100,MediWound Ltd. - Ordinary Shares,MDWD,N
"",N,N,Q,S,MDWT,Y,N,100,Midwest Holding Inc. - Common Stock,MDWT,N
"",N,N,Q,S,MDXG,Y,N,100,"MiMedx Group, Inc - Common Stock",MDXG,N
"",N,N,Q,S,MDXH,Y,N,100,MDxHealth SA - American Depositary Shares,MDXH,N
MDY,Y,"",P, ,MDY,Y,N,100,SPDR MidCap Trust Series I,MDY,N
MDYG,Y,"",P, ,MDYG,Y,N,100,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),MDYG,N
MDYV,Y,"",P, ,MDYV,Y,N,100,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,MDYV,N
"",N,N,Q,Q,ME,Y,N,100,23andMe Holding Co. - Common Stock,ME,N
"",N,N,Q,S,MEAC,Y,N,100,SEP Acquisition Corp - Class A Common Stock,MEAC,N
"",N,N,Q,S,MEACU,Y,N,100,SEP Acquisition Corp - Unit,MEACU,N
"",N,N,Q,S,MEACW,Y,N,100,SEP Acquisition Corp - Warrants,MEACW,N
MEAR,Y,"",Z, ,MEAR,Y,N,100,BlackRock Short Maturity Municipal Bond ETF,MEAR,N
MEC,N,"",N, ,MEC,Y,N,100,"Mayville Engineering Company, Inc. Common Stock",MEC,N
MED,N,"",N, ,MED,Y,N,100,MEDIFAST INC Common Stock,MED,N
MEDI,Y,"",P, ,MEDI,Y,N,100,Harbor ETF Trust Harbor Health Care ETF,MEDI,N
"",N,N,Q,Q,MEDP,Y,N,100,"Medpace Holdings, Inc. - Common Stock",MEDP,N
"",N,D,Q,S,MEDS,Y,N,100,"TRxADE HEALTH, Inc. - Common Stock",MEDS,N
MEG,N,"",N, ,MEG,Y,N,100,"Montrose Environmental Group, Inc. Common Stock",MEG,N
MEGI,N,"",N, ,MEGI,Y,N,100,MainStay CBRE Global Infrastructure Megatrends Fund Common Shares,MEGI,N
"",N,N,Q,S,MEGL,Y,N,100,Magic Empire Global Limited - Ordinary Shares,MEGL,N
MEI,N,"",N, ,MEI,Y,N,100,"Methode Electronics, Inc. Common Stock",MEI,N
"",N,D,Q,S,MEIP,Y,N,100,"MEI Pharma, Inc. - Common Stock",MEIP,N
"",N,N,Q,G,MEKA,Y,N,100,MELI Kaszek Pioneer Corp - Class A Ordinary Shares,MEKA,N
"",N,N,Q,Q,MELI,Y,N,100,"MercadoLibre, Inc. - Common Stock",MELI,N
MEM,Y,"",P, ,MEM,Y,N,100,Matthews International Funds Matthews Emerging Markets Equity Active ETF,MEM,N
MEME,Y,"",P, ,MEME,Y,N,100,Listed Funds Trust Roundhill MEME ETF,MEME,N
MEMX,Y,"",P, ,MEMX,Y,N,100,Matthews International Funds Matthews Emerging Markets ex China Active ETF,MEMX,N
"",N,N,Q,S,MEOA,Y,N,100,Minority Equality Opportunities Acquisition Inc. - Class A Common Stock,MEOA,N
"",N,N,Q,S,MEOAU,Y,N,100,Minority Equality Opportunities Acquisition Inc. - Units,MEOAU,N
"",N,N,Q,S,MEOAW,Y,N,100,Minority Equality Opportunities Acquisition Inc. - Warrants,MEOAW,N
"",N,N,Q,Q,MEOH,Y,N,100,Methanex Corporation - Common Stock,MEOH,N
MERpK,N,"",N, ,MER-K,Y,N,100,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",MER$K,N
"",N,N,Q,Q,MERC,Y,N,100,Mercer International Inc. - Common Stock,MERC,N
"",N,N,Q,Q,MESA,Y,N,100,"Mesa Air Group, Inc. - Common Stock",MESA,N
"",N,N,Q,Q,MESO,Y,N,100,Mesoblast Limited - American Depositary Shares,MESO,N
MET,N,"",N, ,MET,Y,N,100,"MetLife, Inc. Common Stock",MET,N
METpA,N,"",N, ,MET-A,Y,N,100,"MetLife, Inc. Preferred Series A Floating Rate",MET$A,N
METpE,N,"",N, ,MET-E,Y,N,100,"MetLife, Inc. Depositary shares, each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock, Series E.",MET$E,N
METpF,N,"",N, ,MET-F,Y,N,100,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",MET$F,N
